,total_reward,targets_hit
864,224158.5131981053,4
865,396540.4563573325,5
866,202951.844336625,4
867,390146.5280819147,5
868,338852.45680290915,5
869,223224.91837625566,4
870,437068.16689746146,6
871,237899.6439811347,4
872,364879.1821056645,5
873,312455.8460771075,5
874,397995.37911678036,5
875,262191.8040618572,5
876,442780.67473532504,6
877,331483.32422415493,6
878,330092.8287239127,5
879,231930.8073946103,4
880,229759.26553310495,4
881,236246.2493330501,4
882,238136.79994158182,4
883,201564.12576080044,4
884,201774.4485348537,4
885,375150.686618326,6
886,346856.32355631934,5
887,503723.7242568299,6
888,366861.1941219426,5
889,389551.3440497953,6
890,337999.7493907265,5
891,304475.37743102584,5
892,462094.69521391107,7
893,377157.3910733298,6
894,365311.92328406835,5
895,410559.2129225521,6
896,520210.92990031274,6
897,270510.42055108,5
898,225533.19441245648,4
899,392478.88303473266,6
900,343858.8898085747,5
901,308861.2897107315,5
902,290850.78745090513,5
903,367985.20586706576,5
904,271380.47131058434,5
905,245141.40132715297,4
906,175585.0267874298,4
907,336873.5189806657,5
908,368871.4638344291,6
909,352117.01126220135,5
910,237248.71674754005,4
911,346238.95574062766,6
912,634506.611739137,7
913,363870.6235372555,5
914,462462.4174821175,6
915,237530.74587116195,4
916,437012.60799480195,6
917,251267.9654997879,5
918,339711.6754636038,5
919,286812.64290788636,5
920,285587.8039696367,5
921,343422.0368781594,5
922,397157.1579623516,6
923,375786.4509056573,6
924,329058.558944498,5
925,287073.2048593933,5
926,209682.29046957538,4
927,435391.14892408473,6
928,444113.49304349825,6
929,427999.5895886447,6
930,379936.53181863995,6
931,290321.3219693231,5
932,497538.21868036536,6
933,380667.5208560957,6
934,387716.3768294204,6
935,379531.0852804485,6
936,498745.3343094946,6
937,424381.84992774785,6
938,377907.09340605483,5
939,218634.47326115723,4
940,232626.19291823893,4
941,272996.2926475542,5
942,394143.3006637169,6
943,255837.12170131505,5
944,276430.28428337193,5
945,220797.32247647273,4
946,373634.5103688448,5
947,446423.8393306397,6
948,415547.10814062133,6
949,283879.9547688217,5
950,303970.72929333954,5
951,238597.5095988011,4
952,126556.46414874561,3
953,421369.9140351311,6
954,305173.16883566434,5
955,229104.97590404516,4
956,302721.1511682468,5
957,332876.3207510921,5
958,350578.2526092107,5
959,286037.8197156354,5
960,365075.05168276175,6
961,388177.7691058342,5
962,315292.0351321985,6
963,361578.8943070391,5
964,334944.6388569571,6
965,230422.56396620075,4
966,272809.900910425,5
967,471979.0310851447,6
968,299071.1633488488,5
969,238783.4747300924,4
970,224340.62884714385,4
971,110054.08036341137,4
972,115689.5724838153,3
973,200698.6111626936,4
974,343551.05528260086,6
975,464484.7153458914,6
976,281150.0240959564,5
977,116334.05321919352,3
978,193712.1568219892,4
979,342900.7445488779,5
980,229736.66180926264,5
981,264494.0397820135,5
982,246335.15925963066,4
983,333350.39376784564,5
984,322610.07391507586,5
985,229805.57871649324,4
986,356802.0847335763,6
987,492190.68308665993,6
988,279365.6189988361,5
989,380890.31560145394,6
990,296636.4956112417,5
991,395704.86173319945,5
992,408076.1313192183,6
993,460866.93530273205,6
994,378173.2715442407,6
995,242758.83073990577,4
996,262287.78852986416,5
997,282764.2905146528,5
998,496114.68401687854,6
999,231295.96378584756,5
1000,314605.3194588378,5
1001,374832.75421964325,5
1002,245818.39218910094,4
1003,267059.8915550459,5
1004,593228.9067676039,8
1005,380382.5831651455,6
1006,211797.70036098332,4
1007,126906.1194144259,3
1008,558221.4343368311,7
1009,361132.6702619534,5
1010,183395.0186999219,4
1011,346806.6342527995,5
1012,394692.02738461643,5
1013,263472.5497573207,5
1014,439272.89372895774,6
1015,180188.163630403,5
1016,353323.53912903985,5
1017,335444.3743771362,5
1018,369886.1896776549,6
1019,431634.4916784582,6
1020,272202.45869307173,5
1021,427134.03253226716,5
1022,255279.45187618156,4
1023,410423.7846106185,5
1024,331764.1801784612,5
1025,481952.0776479485,6
1026,332718.22504238423,5
1027,499955.0631347735,6
1028,412661.1895421714,5
1029,365775.34585693537,6
1030,220830.7838075129,5
1031,525601.1865476482,6
1032,356200.97771738016,6
1033,228815.02734251678,5
1034,517783.813738417,6
1035,240415.1479690207,5
1036,326056.14853029733,5
1037,227035.79929019517,4
1038,402055.55107298866,6
1039,325346.6738437967,5
1040,471272.1953077124,6
1041,347700.4851604046,5
1042,123926.6724920243,4
1043,235000.12371807426,5
1044,209278.96430523414,4
1045,324293.7917236494,5
1046,302630.7843825999,5
1047,199891.45691285003,4
1048,297918.5330573959,5
1049,307989.0874620364,6
1050,467161.7447172716,6
1051,409642.4829249792,6
1052,396731.3999043729,6
1053,357145.74822492537,5
1054,370715.011863881,5
1055,532012.8144521142,7
1056,612461.3069894013,8
1057,236914.02935024316,4
1058,352361.90490818286,5
1059,232791.12237353896,4
1060,396677.1049057506,6
1061,190699.15358696145,4
1062,197232.48562422296,4
1063,190643.98968569047,4
1064,407302.7149149438,6
1065,409438.3835246189,6
1066,478098.0563999372,6
1067,359422.549721157,5
1068,318969.11817165295,6
1069,378180.0502185111,5
1070,294069.23197178205,6
1071,276767.94719841157,5
1072,446688.4078347276,6
1073,237195.91267957378,4
1074,320425.8096767048,6
1075,439749.43013335473,7
1076,123239.32504097288,3
1077,227502.02669480827,5
1078,417060.6701364359,6
1079,268273.55562493904,5
1080,387619.5749633833,5
1081,207223.5953568345,5
1082,452870.8978660455,7
1083,411003.78253744834,6
1084,357300.9491090099,6
1085,405285.5846479847,6
1086,470597.66239102994,8
1087,389873.0944531657,5
1088,352480.9219485376,5
1089,386228.27908043424,6
1090,356955.21468651696,5
1091,347727.7575423199,5
1092,583702.0525959033,7
1093,526696.7863218553,6
1094,371754.09655028745,5
1095,362236.4562719493,6
1096,381067.27748310263,5
1097,302235.6307657219,5
1098,154943.4446153903,4
1099,351329.40012185805,5
1100,358738.4452632282,6
1101,128226.96979808684,4
1102,238663.63596572727,4
1103,346635.11650901346,6
1104,246331.28449759114,4
1105,471506.263722044,6
1106,360876.90049201093,6
1107,390932.37399607716,5
1108,332502.0856726641,6
1109,364547.2335527107,6
1110,493772.779525962,6
1111,547034.5728562225,6
1112,377003.4387613299,6
1113,598115.9081714429,6
1114,114356.63513891629,3
1115,164275.22660081525,4
1116,300150.5296860015,5
1117,219822.19869033573,4
1118,185941.6796239835,4
1119,249819.05845354628,5
1120,224759.87244008615,4
1121,402892.74547894916,5
1122,353386.70840087853,5
1123,618545.1891092644,8
1124,451884.4939086104,6
1125,324414.53881355666,5
1126,454884.8450434203,6
1127,195486.19193515793,5
1128,321416.564243596,5
1129,235084.6979012569,4
1130,375299.36686028267,5
1131,357489.9816588771,5
1132,379091.0778462026,6
1133,392452.61246348644,6
1134,339124.1845808825,5
1135,225390.85689756696,5
1136,330327.2521505405,5
1137,295698.60140567506,5
1138,493636.778916701,6
1139,347374.0714146472,5
1140,269702.8649446005,5
1141,381114.72183676163,5
1142,669063.9161902049,8
1143,309436.4958461515,6
1144,348135.65911858063,5
1145,587610.4917709919,6
1146,236439.36692248858,4
1147,339509.6807500802,6
1148,359903.6755117919,6
1149,389308.38546846353,5
1150,247190.78115345107,5
1151,354329.37384647154,6
